stable_ref,paragraph_id,run_start,run_end,internal_quote_chars,disposition,run_text
LDC.T17.E0052.P016,LDC.T17.E0052.P016,0,170,2,PRESERVED_INSIDE_RUN,"'Le ""Je t\'aime"" embrasse tout et tous, il se diffuse partout, se contracte, s\'élève dans les hauteurs, descend dans les profondeurs, s\'im"
LDC.T17.E0012.P017,LDC.T17.E0012.P017,0,172,2,PRESERVED_INSIDE_RUN,"'Et si, que cela n\'arrive jamais, ce ""oui"" était révoqué par toi, Je Me sentirais déchiré et Je pleurerais amèrement. Vois, pendant que tu "
LDC.T17.E0052.P017,LDC.T17.E0052.P017,73,411,10,PRESERVED_INSIDE_RUN,"'Son origine est éternelle. Dans le ""Je t\'aime"", le Père céleste M\'a engendré et, dans le ""Je t\'aime"", le Saint-Esprit a opéré, dans le """
LDC.T17.E0012.P018,LDC.T17.E0012.P018,0,72,2,PRESERVED_INSIDE_RUN,"'- ton ""oui"" tremblait de terreur et les fondations du Ciel frémissaient.'"
LDC.T17.E0052.P018,LDC.T17.E0052.P018,0,195,4,PRESERVED_INSIDE_RUN,"'Le ""Je t\'aime"" a une valeur infinie, il est plein de vie et d\'énergie, il ne se fatigue jamais, il surpasse tout et triomphe de tout. Par"
LDC.T17.E0001.P024,LDC.T17.E0001.P024,0,123,1,PRESERVED_INSIDE_RUN,"'- si, en les disposant autour de toi et en te les montrant du doigt une à une, elle te disait : ""Vois, ce sont tes œuvres !'"
LDC.T17.E0052.P024,LDC.T17.E0052.P024,0,55,2,PRESERVED_INSIDE_RUN,"'La vie de Mon ""Je t\'aime"" sera très très longue en toi.'"
LDC.T17.E0052.P025,LDC.T17.E0052.P025,0,80,2,PRESERVED_INSIDE_RUN,"'Et Mon Fiat qui règne dans ta volonté met sur ton ""Je t\'aime"" le sceau du divin.'"
LDC.T17.E0012.P027,LDC.T17.E0012.P027,1,535,2,PRESERVED_INSIDE_RUN,"'Ma fille, calme-toi. Dès que tu t\'es replacée dans Ma Volonté, tout s\'est apaisé et la fête a repris. Ton ""oui"" continue ses tournées rap"
LDC.T17.E0040.P032,LDC.T17.E0040.P032,1,205,2,PRESERVED_INSIDE_RUN,"'Mon Créateur et Mon Père, Mon Jésus et Mon Amour éternel, regarde : toutes les choses te disent de la part de toutes les créatures qu\'elle"
LDC.T17.E0052.P039,LDC.T17.E0052.P039,0,137,2,PRESERVED_INSIDE_RUN,"'- mes Souffrances qui contiennent la semence du ""Fiat Voluntas Tua"". Tout ce que j\'ai fait contenait cette semence de la Volonté de Dieu.'"
LDC.T17.E0046.P046,LDC.T17.E0046.P046,0,254,2,PRESERVED_INSIDE_RUN,"'En somme, Je suis en train de fabriquer le modèle, c\'est-à-dire la première âme en laquelle J\'accomplis la génération de Ma Volonté. Par "
LDC.T17.E0035.P051,LDC.T17.E0035.P051,1,172,2,PRESERVED_INSIDE_RUN,"'Soyez parfaits comme votre Père céleste est parfait"", rien de moins. On y lit aussi : ""Personne n\'entrera dans le Royaume des Cieux s\'il "
LDC.T17.E0041.P082,LDC.T17.E0041.P082,0,204,2,PRESERVED_INSIDE_RUN,"'La Création est attribuée au Père, la Rédemption au Fils, et la réalisation du ""que ta Volonté soit faite"" au Saint-Esprit. C\'est de Lui d"
LDC.T17.E0040.P099,LDC.T17.E0040.P099,0,251,2,PRESERVED_INSIDE_RUN,"'- en apportant notre Volonté avec toi est une très grande joie pour Nous. C\'est pourquoi Je te dis chaque fois : ""Sois attentive à notre V"
LDC.T18.E0022.P005,LDC.T18.E0022.P005,1,156,4,PRESERVED_INSIDE_RUN,"'Ma fille, comme sont beaux ces ""Je t\'aime"" adressés au Créateur par une personne qui vit dans Ma Volonté ! Par ces ""Je t\'aime"", Je reçois"
LDC.T18.E0022.P008,LDC.T18.E0022.P008,0,329,2,PRESERVED_INSIDE_RUN,"""- tu possèdes toute la Création puisqu'elle est mienne et que Je te la laisse aimer. Tes « Je t'aime » imprimés partout constituent ton sce"
LDC.T18.E0005.P013,LDC.T18.E0005.P013,0,49,2,PRESERVED_INSIDE_RUN,"'- qu\'aucun de tes ""Je t\'aime"" ne soit perdu, mais'"
LDC.T18.E0015.P015,LDC.T18.E0015.P015,0,151,2,PRESERVED_INSIDE_RUN,"'- elle dépose sur chacune un baiser et y estampille un ""Je t\'aime"" à l\'adresse de Celui qui les a créés avec tant d\'Amour et en si grand"
LDC.T18.E0020.P028,LDC.T18.E0020.P028,0,164,2,PRESERVED_INSIDE_RUN,"'- que Ma Rédemption a déjà produits sur la terre, viendra le Fruit ""que ta Volonté soit faite sur la terre comme au Ciel"". Sois donc la pre"
LDC.T18.E0022.P017,LDC.T18.E0022.P017,0,114,2,PRESERVED_INSIDE_RUN,"'Et comme tu aimes toutes les choses et tu fais couler sur chacune tes ""Je t\'aime"", toute la Création te reconnaît.'"
LDC.T18.E0023.P018,LDC.T18.E0023.P018,1,155,1,PRESERVED_INSIDE_RUN,"'que ta Volonté soit faite sur la terre comme au Ciel"". Par conséquent, Ma fille, sois attentive afin de ne pas contrevenir à l\'Œuvre de Ma"
LDC.T18.E0001.P019,LDC.T18.E0001.P019,3,70,1,PRESERVED_INSIDE_RUN,"'le soleil est à Moi"" et jouir de sa lumière autant qu\'il le désire,'"
LDC.T18.E0001.P020,LDC.T18.E0001.P020,0,63,2,PRESERVED_INSIDE_RUN,"'- ou ""l\'eau est à Moi"" et s\'en servir autant qu\'il en a besoin,'"
LDC.T18.E0001.P021,LDC.T18.E0001.P021,0,253,2,PRESERVED_INSIDE_RUN,"'- ou ""la terre, la mer, le feu, l\'air, sont à Moi"", et ainsi de suite ? Si certaines choses peuvent manquer à l\'homme, ou si sa vie est p"
LDC.T18.E0007.P021,LDC.T18.E0007.P021,0,56,2,PRESERVED_INSIDE_RUN,"'- crie pour chaque offense ""peine, pardon"", de sorte que'"
LDC.T18.E0008.P022,LDC.T18.E0008.P022,1,160,1,PRESERVED_INSIDE_RUN,"'Ce qui est à toi est à Moi et ce qui est à Moi est à toi. Gloire, Honneur et Amour à Mon Créateur !"" Par cet Acte simple, la créature fait "
LDC.T18.E0016.P024,LDC.T18.E0016.P024,0,546,1,PRESERVED_INSIDE_RUN,"'Je ne veux en laisser aucune M\'échapper afin de les transformer toutes en larmes d\'Amour, de Peine, de Victoire, de Sanctification, de Di"
LDC.T18.E0008.P025,LDC.T18.E0008.P025,0,351,2,PRESERVED_INSIDE_RUN,"'Elle déborde d\'Amour pour Moi, compatit à Mes Souffrances et fait réparation. À travers cet Acte simple, elle trouve tout, s\'approprie to"
LDC.T18.E0022.P028,LDC.T18.E0022.P028,0,268,2,PRESERVED_INSIDE_RUN,"'- et Mon ardent désir de voir couler partout dans la Création tes ""Je t\'aime"", tes actes d\'adoration et tes actes de réparation à l\'endr"
LDC.T18.E0005.P032,LDC.T18.E0005.P032,0,31,1,PRESERVED_INSIDE_RUN,"'La répétition de tes ""Je t\'aime'"
LDC.T18.E0023.P033,LDC.T18.E0023.P033,1,242,1,PRESERVED_INSIDE_RUN,"'Allons-y, allons-y, c\'est quelqu\'un de notre famille qui nous appelle à remplir des devoirs de famille sur la terre."" Ils sont donc tous "
LDC.T18.E0005A.P036,LDC.T18.E0005A.P036,1,45,1,PRESERVED_INSIDE_RUN,"'Ma fille, fais-le, mets ton petit ""je t\'aime'"
LDC.T18.E0002.P042,LDC.T18.E0002.P042,1,279,1,PRESERVED_INSIDE_RUN,"'D\'où viennent une telle gloire, un tel honneur, une telle grandeur et tant de Prodiges chez cette créature ? C\'est pourtant de l\'exil qu"
LDC.T18.E0002.P043,LDC.T18.E0002.P043,1,356,1,PRESERVED_INSIDE_RUN,"'Saint, saint, saint ! Honneur et gloire à la Volonté de notre souverain Seigneur ! Trois fois sainte est celle qui laisse cette Volonté sup"
LDC.T18.E0010.P053,LDC.T18.E0010.P053,0,402,1,PRESERVED_INSIDE_RUN,"'Alors que Je t\'offre la vie, c\'est vers la mort que tu te diriges."" Vois donc, Ma fille, à quel point nous attendons tes déversements d\'"
LDC.T18.E0010.P056,LDC.T18.E0010.P056,0,254,2,PRESERVED_INSIDE_RUN,"'Ce Sacrement forme Ma Vie en elles. Cette Vie va en croissant par la répétition des communions. Ces âmes peuvent dire : ""Je suis un autre C"
LDC.T19.E0027.P005,LDC.T19.E0027.P005,0,28,1,PRESERVED_INSIDE_RUN,"""Viens mettre ton « Je t'aime"""
LDC.T19.E0017.P008,LDC.T19.E0017.P008,0,151,2,PRESERVED_INSIDE_RUN,"""En acquérant les prérogatives de « vraie fille » de Ma Volonté, aucun trait ni chose étrangère n'appartenant pas à Ma Volonté, ne doit para"
LDC.T19.E0018.P009,LDC.T19.E0018.P009,0,74,1,PRESERVED_INSIDE_RUN,'Aucune volonté humaine ne peut dire en réalité : «Je viens au nom de tous.'
LDC.T19.E0004.P012,LDC.T19.E0004.P012,0,38,1,PRESERVED_INSIDE_RUN,'Mais Je voulus Me servir du mot « Fiat'
LDC.T19.E0052.P012,LDC.T19.E0052.P012,0,84,1,PRESERVED_INSIDE_RUN,"'Alors, pris de pitié pour elle, Je ne cesserai de lui répéter : «Reviens à ta place,'"
LDC.T19.E0015.P013,LDC.T19.E0015.P013,6,175,2,PRESERVED_INSIDE_RUN,"""Ma fille, au moment où tu imprimais ton « Je t'aime » dans Ma Volonté sur toutes les choses créées, la Création entière sentit redoubler en"
LDC.T19.E0027.P014,LDC.T19.E0027.P014,0,98,2,PRESERVED_INSIDE_RUN,"""- voulant d'abord te voir embrasser Mes larmes en imprimant un « Je t'aime » dans chaque larme et,"""
LDC.T19.E0027.P015,LDC.T19.E0027.P015,0,81,2,PRESERVED_INSIDE_RUN,"""- avec la rengaine de ton « Je t'aime », permettre au sommeil de fermer Mes yeux."""
LDC.T19.E0040.P015,LDC.T19.E0040.P015,0,67,2,PRESERVED_INSIDE_RUN,"""C'est ton petit « Je t'aime » imprimé sur toutes les choses créées."""
LDC.T19.E0027.P017,LDC.T19.E0027.P017,0,111,1,PRESERVED_INSIDE_RUN,"""- attends que Je Me réveille afin que, comme tu as fermé Mon sommeil, tu ouvres Mon réveil avec ton « Je t'aime"""
LDC.T19.E0055.P018,LDC.T19.E0055.P018,0,276,1,PRESERVED_INSIDE_RUN,"""Par contre, celui qui ne le désire pas, manquant d'appétit, Il éprouvera de la nausée envers Mes Choses et, comme dit l'Évangile : «Il sera"
LDC.T19.E0027.P020,LDC.T19.E0027.P020,0,53,1,PRESERVED_INSIDE_RUN,"""- Me redonna ta compagnie, tes actes, ton « Je t'aime"""
LDC.T19.E0027.P021,LDC.T19.E0027.P021,0,58,2,PRESERVED_INSIDE_RUN,"""Sais-tu ce que signifie un « Je t'aime » dans Ma Volonté ?"""
LDC.T19.E0027.P022,LDC.T19.E0027.P022,0,55,2,PRESERVED_INSIDE_RUN,"""Ce « Je t'aime » renferme un Bonheur éternel, un Amour."""
LDC.T19.E0005.P024,LDC.T19.E0005.P024,0,93,4,PRESERVED_INSIDE_RUN,"""Donc, étant au courant du « plus », au sujet de Ma Mère, le « moins » n'était pas nécessaire."""
LDC.T19.E0039.P024,LDC.T19.E0039.P024,0,99,2,PRESERVED_INSIDE_RUN,"'Et, voyant que les enfants gardent ce « peu », il augmente, au fur et à mesure, les petites sommes.'"
LDC.T19.E0040.P025,LDC.T19.E0040.P025,0,188,2,PRESERVED_INSIDE_RUN,"'- toute la Création et toutes les œuvres de la Rédemption avec ton « Je t’aime », ton adoration, et ta volonté transfusée dans la Mienne, q"
LDC.T19.E0015.P027,LDC.T19.E0015.P027,2,39,1,PRESERVED_INSIDE_RUN,'Le FIAT sur la terre comme au Ciel» a'
LDC.T19.E0016.P033,LDC.T19.E0016.P033,0,69,1,PRESERVED_INSIDE_RUN,"'Ma Mère est donc la Reine de la Création, pour avoir dépassé «le Tout'"
LDC.T19.E0027.P037,LDC.T19.E0027.P037,0,86,2,PRESERVED_INSIDE_RUN,"""- mets un « Je t'aime » là où Je mis Mes petits genoux pour que ce soit moins pénible."""
LDC.T19.E0013.P039,LDC.T19.E0013.P039,0,70,1,PRESERVED_INSIDE_RUN,"'Par conséquent, ayant trouvé tout et tous, Nous Lui donnâmes « le Tout'"
LDC.T19.E0027.P040,LDC.T19.E0027.P040,0,253,2,PRESERVED_INSIDE_RUN,"""Lorsque Je Me retrouvais tout seul, abandonné de tous, Je Me disais : «Si tout le monde Me quitte, la nouvelle-née de Ma Volonté ne Me lais"
LDC.T19.E0006.P042,LDC.T19.E0006.P042,0,66,2,PRESERVED_INSIDE_RUN,"""Notre « jeu risqué » à ce moment-là, échoua mais bien qu'inabouti."""
LDC.T19.E0004.P043,LDC.T19.E0004.P043,6,81,1,PRESERVED_INSIDE_RUN,"""Ma fille, sais-tu pourquoi on t'attribua la deuxième partie de « la Gloire…"""
LDC.T19.E0006.P044,LDC.T19.E0006.P044,0,118,2,PRESERVED_INSIDE_RUN,"'Alors, après de longues années, Mon Amour voulut à nouveau répéter ce « jeu risqué » et ce fut avec Ma Mère Immaculée.'"
LDC.T19.E0013.P045,LDC.T19.E0013.P045,0,132,2,PRESERVED_INSIDE_RUN,"""Ma Volonté est « le Tout ». Voilà pourquoi on peut affirmer que la mission de la Souveraine Reine et la tienne ne sont qu'une seule."""
LDC.T19.E0060.P046,LDC.T19.E0060.P046,0,49,1,PRESERVED_INSIDE_RUN,"""Il est vrai que l'Église ne récite le «Notre Père"""
LDC.T19.E0013.P047,LDC.T19.E0013.P047,0,30,1,PRESERVED_INSIDE_RUN,"""- un amour qui dit « Je t'aime"""
LDC.T19.E0060.P047,LDC.T19.E0060.P047,0,137,1,PRESERVED_INSIDE_RUN,"'que depuis que Je vins sur la terre, dans lequel on demande : «que ton Règne vienne, que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T19.E0032.P052,LDC.T19.E0032.P052,0,25,2,PRESERVED_INSIDE_RUN,'- notre « tout »-voyance.'
LDC.T19.E0049.P053,LDC.T19.E0049.P053,0,111,2,PRESERVED_INSIDE_RUN,"'Car, investis par la Lumière de la Volonté Éternelle, Ils perdent ce qui est « fini », les apparences humaines,'"
LDC.T19.E0049.P054,LDC.T19.E0049.P054,0,148,2,PRESERVED_INSIDE_RUN,"""Ils acquièrent « l'Infini », la Substance divine pour que Dieu et l'âme réunis ne fasse qu'Un. Sois donc attentive à ce que ton envol soit "
LDC.T19.E0060.P060,LDC.T19.E0060.P060,0,181,2,PRESERVED_INSIDE_RUN,"""Donc, pour remettre en état Mon Règne de Ma Volonté sur la terre, Il faut que les actes de la créature soient suffisants afin que Mon Règne"
LDC.T19.E0020.P062,LDC.T19.E0020.P062,0,189,1,PRESERVED_INSIDE_RUN,"'Alors, prends garde, bois à chaque instant ces gorgées de Lumière de Ma Volonté, pour que se réalise en toi le plus grand des prodiges : « "
LDC.T19.E0060.P065,LDC.T19.E0060.P065,0,88,2,PRESERVED_INSIDE_RUN,"'- ton « Je t’aime », ton adoration, ta reconnaissance, ton merci, sur toutes nos Œuvres.'"
LDC.T19.E0039.P071,LDC.T19.E0039.P071,0,92,1,PRESERVED_INSIDE_RUN,"""Te voyant tremblante et craintive, Je te rassurais en te disant : «Pourquoi t'inquiètes-tu ?"""
LDC.T19.E0045.P072,LDC.T19.E0045.P072,0,112,6,PRESERVED_INSIDE_RUN,"""- tu parles dans le fil en disant : « Je t'aime », « Je t'adore », « Je te bénis», ce que tu veux, et regarde..."""
LDC.T19.E0006.P076,LDC.T19.E0006.P076,0,149,2,PRESERVED_INSIDE_RUN,"""- à l'autre l'accomplissement de Ma Volonté, seul but de la Création, de la Rédemption et de Ma revanche envers Mon « jeu risqué » en créan"
LDC.T19.E0027.P079,LDC.T19.E0027.P079,0,101,2,PRESERVED_INSIDE_RUN,"""- pour que Ma Volonté prenne Vie en toi, personne ne se serait soucié d'être «habité» par Ma Volonté."""
LDC.T19.E0006.P086,LDC.T19.E0006.P086,0,43,1,PRESERVED_INSIDE_RUN,"""- à un acte, à une prière, à un « Je t'aime"""
LDC.T19.E0006.P093,LDC.T19.E0006.P093,0,121,3,PRESERVED_INSIDE_RUN,"""Qu'en sera-t-Il de tes nombreux « Je t'aime » dans Ma Volonté, répétant toujours le même refrain : « Je t'aime, Je t'aime"""
LDC.T19.E0023.P100,LDC.T19.E0023.P100,0,63,2,PRESERVED_INSIDE_RUN,"""- un amour qui dit « Je t'aime » de la part de tous et de tout,"""
LDC.T19.E0008.P123,LDC.T19.E0008.P123,0,108,2,PRESERVED_INSIDE_RUN,'- le FIAT « que ta Volonté soit faite » dans le Ciel comme sur la terre symbolisent la Sacro-Sainte Trinité.'
LDC.T19.E0026.P141,LDC.T19.E0026.P141,6,78,2,PRESERVED_INSIDE_RUN,"'Ma fille, le Père et le Saint Esprit faisaient toujours « Un » avec Moi.'"
LDC.T20.E0047.P009,LDC.T20.E0047.P009,0,155,1,PRESERVED_INSIDE_RUN,"'Et dans ce que tu écriras, Je t’aiderai. Je ne te laisserai pas seule. Quand Je verrai que tu ne peux pas aller plus loin, Je dirai Moi-mêm"
LDC.T20.E0037.P044,LDC.T20.E0037.P044,0,94,1,PRESERVED_INSIDE_RUN,"'- les connaître afin de les faire et de pouvoir dire : «Ce qu’Elle fait, Je le fais Moi aussi.'"
LDC.T20.E0006.P050,LDC.T20.E0006.P050,0,165,1,PRESERVED_INSIDE_RUN,"'- de leur laisser étendre leur possession dans le Fiat suprême pour qu’elles ne puissent jamais dire : « C’est assez, nous n’avons pas d’au"
LDC.T20.E0038.P057,LDC.T20.E0038.P057,0,110,1,PRESERVED_INSIDE_RUN,"'Mon esprit continuait à penser à la Volonté Suprême et Je Me disais : « Mais, comment est-ce possible que Moi,'"
LDC.T20.E0053.P085,LDC.T20.E0053.P085,0,90,1,PRESERVED_INSIDE_RUN,'- ‘une’ la prière qui sortira de tous les êtres : « Que vienne le Royaume du Fiat Suprême.'
LDC.T20.E0058.P086,LDC.T20.E0058.P086,0,104,1,PRESERVED_INSIDE_RUN,'- que l’on reconnaisse que tout Lui appartient afin de pouvoir dire : « Tout est à toi—régnons ensemble.'
LDC.T21.E0020.P002,LDC.T21.E0020.P002,0,60,2,PRESERVED_INSIDE_RUN,"'Ma fille, Ma Volonté à l’œuvre dans la Création était «une».'"
LDC.T21.E0020.P007,LDC.T21.E0020.P007,0,21,2,PRESERVED_INSIDE_RUN,"'- la rend « une », et'"
LDC.T21.E0024.P027,LDC.T21.E0024.P027,0,199,2,PRESERVED_INSIDE_RUN,"'Le soleil, dans sa grandeur et sa magnificence, est «un» dans son acte, mais il accomplit tant de choses dans cet Acte unique qu’il fascine"
LDC.T21.E0010.P050,LDC.T21.E0010.P050,56,141,2,PRESERVED_INSIDE_RUN,"'Ma fille, dans la Création, la Volonté qui décida de créer toutes choses était «une».'"
LDC.T22.E0007.P007,LDC.T22.E0007.P007,0,96,1,PRESERVED_INSIDE_RUN,"'Mon Amour, uni à Ma Volonté Divine, murmure toujours en toi, « Tu es toujours belle à Mes Yeux :'"
LDC.T22.E0002.P024,LDC.T22.E0002.P024,0,124,2,PRESERVED_INSIDE_RUN,"'Ma Volonté, étant «une», fait toutes choses de la même manière. Ainsi, l’âme qui possède cette divine unité contient en elle'"
LDC.T22.E0016.P047,LDC.T22.E0016.P047,0,145,2,PRESERVED_INSIDE_RUN,"'- combien doucement Je te répète : « Ma pauvre fille, Ma pauvre fille, quel martyre que le tien », afin que le son de Ma Voix ne te réveill"
LDC.T22.E0012.P059,LDC.T22.E0012.P059,0,69,1,PRESERVED_INSIDE_RUN,"'C’est aussi ce que Je te réponds : « Tu es toujours soleil, parce que'"
LDC.T22.E0003.P070,LDC.T22.E0003.P070,0,77,2,PRESERVED_INSIDE_RUN,"'Bien que ce Soleil soit «un», Il possède la vertu de se transporter au-dehors'"
LDC.T23.E0035.P024,LDC.T23.E0035.P024,0,93,1,PRESERVED_INSIDE_RUN,'- que le cri de chacun soit entendu : « Que ta Volonté soit faite sur la terre comme au Ciel.'
LDC.T23.E0005.P025,LDC.T23.E0005.P025,0,47,1,PRESERVED_INSIDE_RUN,'Et sais-tu ce que signifie avoir la « plénitude'
LDC.T23.E0035.P028,LDC.T23.E0035.P028,0,119,3,PRESERVED_INSIDE_RUN,"'Ma Prière même au Père céleste : « Viens » « que ton Règne arrive, que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T23.E0021.P034,LDC.T23.E0021.P034,0,98,1,PRESERVED_INSIDE_RUN,'Elle aime t’entendre répéter ton refrain : « Que le Royaume de ton divin Fiat vienne sur la terre.'
LDC.T23.E0008.P056,LDC.T23.E0008.P056,0,54,1,PRESERVED_INSIDE_RUN,'Et sais-tu ce que signifie UNITÉ ? Cela veut dire « UN'
LDC.T23.E0008.P057,LDC.T23.E0008.P057,0,7,1,PRESERVED_INSIDE_RUN,'Ce « un'
LDC.T23.E0038.P068,LDC.T23.E0038.P068,0,60,1,PRESERVED_INSIDE_RUN,"'Ma fille, tu n’as pas bien compris ce que signifiait « Unité'"
LDC.T23.E0029.P071,LDC.T23.E0029.P071,0,122,1,PRESERVED_INSIDE_RUN,'Or ce que Je manifeste sur Ma Volonté Divine et que tu écris peut être appelé l’« Évangile du Royaume de la Volonté Divine'
LDC.T23.E0002.P080,LDC.T23.E0002.P080,0,136,2,PRESERVED_INSIDE_RUN,"'Tu peux donc être sûre que la « Volonté de Dieu » et l’ennemi infernal ne seront jamais en accord, ni ensemble, ni près l’un de l’autre.'"
LDC.T23.E0032.P090,LDC.T23.E0032.P090,4,121,1,PRESERVED_INSIDE_RUN,"'Que ta Volonté soit faite sur la terre comme au Ciel », afin qu’en voyant ta petitesse, la petite fille de Ma Volonté'"
LDC.T23.E0020.P094,LDC.T23.E0020.P094,0,78,1,PRESERVED_INSIDE_RUN,"'Aussi, Je te le répète : « Sois attentive, Ma fille, et que rien ne t’échappe.'"
LDC.T23.E0003.P100,LDC.T23.E0003.P100,0,107,1,PRESERVED_INSIDE_RUN,"'Tu ne devrais craindre Mon départ que si Je te disais : « Donne-Moi ce qui est à Moi, donne-Moi Ma Volonté.'"
LDC.T23.E0011.P114,LDC.T23.E0011.P114,0,44,1,PRESERVED_INSIDE_RUN,'- ‘un’ ton « Fiat sur la terre comme au Ciel'
LDC.T24.E0024.P005,LDC.T24.E0024.P005,0,215,4,PRESERVED_INSIDE_RUN,"'Ma fille, ton continuel « Je t’aime » n’est pas autre chose que la continuité du premier «Je t’aime » de Ma Volonté Divine qui, prononcé un"
LDC.T24.E0024.P006,LDC.T24.E0024.P006,0,34,2,PRESERVED_INSIDE_RUN,'Le « Je t’aime » forme la chaleur.'
LDC.T24.E0024.P007,LDC.T24.E0024.P007,0,133,2,PRESERVED_INSIDE_RUN,"'Ma Volonté Divine forme la Lumière qui, envahissant le « Je t’aime », forme un Soleil. Tous sont plus radieux les uns que les autres.'"
LDC.T24.E0038.P009,LDC.T24.E0038.P009,0,118,2,PRESERVED_INSIDE_RUN,"'Faisant résonner Mon « Je t’aime » en chaque chose créée, elle demandait le Royaume de la Volonté Divine sur la terre.'"
LDC.T24.E0009.P012,LDC.T24.E0009.P012,0,44,1,PRESERVED_INSIDE_RUN,'- autant de fois qu’elle dit son « Je t’aime'
LDC.T24.E0009.P013,LDC.T24.E0009.P013,0,33,2,PRESERVED_INSIDE_RUN,'Son « Je t’aime » vole vers Dieu.'
LDC.T24.E0009.P014,LDC.T24.E0009.P014,0,64,2,PRESERVED_INSIDE_RUN,"'Et l’Être Suprême, regarde dans ce « Je t’aime » de la créature.'"
LDC.T24.E0009.P015,LDC.T24.E0009.P015,0,57,1,PRESERVED_INSIDE_RUN,'Il se voit Lui-même tout entier dans ce petit « Je t’aime'
LDC.T24.E0009.P017,LDC.T24.E0009.P017,0,84,2,PRESERVED_INSIDE_RUN,'Ce petit « Je t’aime » contient un secret prodigieux : dans sa petitesse il contient'
LDC.T24.E0024.P018,LDC.T24.E0024.P018,0,97,1,PRESERVED_INSIDE_RUN,"'Et tout ému, Il répète : « Qu’elle est belle ! Qu’elle est belle, la nouvelle-née de Ma Volonté !'"
LDC.T24.E0009.P021,LDC.T24.E0009.P021,0,38,1,PRESERVED_INSIDE_RUN,'Il peut dire : « Je donne Dieu à Dieu.'
LDC.T24.E0009.P022,LDC.T24.E0009.P022,0,62,2,PRESERVED_INSIDE_RUN,"'Dans ce petit « Je t’aime » de la créature, l’Être infini sent'"
LDC.T24.E0009.P025,LDC.T24.E0009.P025,0,46,1,PRESERVED_INSIDE_RUN,'Voilà ce que tu Me donnes avec tes « Je t’aime'
LDC.T24.E0009.P028,LDC.T24.E0009.P028,0,127,2,PRESERVED_INSIDE_RUN,"'Mon Fiat, qui forme la Vie de ton « Je t’aime » pour Moi en toi, fait ses délices en formant ces nombreuses naissances de Nous.'"
LDC.T24.E0009.P029,LDC.T24.E0009.P029,0,70,2,PRESERVED_INSIDE_RUN,"'Il garde ainsi le rythme des « Je t’aime » en toi, avec l’ardent désir'"
LDC.T24.E0025.P029,LDC.T24.E0025.P029,0,188,4,PRESERVED_INSIDE_RUN,'Ma Volonté Divine est présent comme la Vie primaire en tout. Ainsi « une » est la vie et « une » est le poids. Le poids de tout ensemble es
LDC.T24.E0009.P030,LDC.T24.E0009.P030,0,61,1,PRESERVED_INSIDE_RUN,'- de toujours frapper cette monnaie divine de tes « Je t’aime'
LDC.T24.E0009.P033,LDC.T24.E0009.P033,0,53,1,PRESERVED_INSIDE_RUN,'- de la perle du prodigieux secret de ton « Je t’aime'
LDC.T24.E0045.P035,LDC.T24.E0045.P035,0,65,1,PRESERVED_INSIDE_RUN,'Qui pourrait dire : « Je peux empêcher le passage de la lumière ?'
LDC.T24.E0003.P042,LDC.T24.E0003.P042,0,114,2,PRESERVED_INSIDE_RUN,'Est-ce que je ne crie pas constamment des profondeurs de ton cœur « Que rien n’entre ici que Ma seule Volonté !» ?'
LDC.T24.E0031.P045,LDC.T24.E0031.P045,0,104,1,PRESERVED_INSIDE_RUN,"'Ainsi, faisant écho à notre Bénédiction, ils répètent : « Au nom du Père, et du Fils et du Saint-Esprit.'"
LDC.T24.E0017.P049,LDC.T24.E0017.P049,0,20,1,PRESERVED_INSIDE_RUN,'- de tes « Je t’aime'
LDC.T24.E0030.P049,LDC.T24.E0030.P049,0,84,1,PRESERVED_INSIDE_RUN,"'- pour pouvoir Lui dire : « Tu M’as donné les cieux, les étoiles, le soleil, la mer.'"
LDC.T24.E0017.P050,LDC.T24.E0017.P050,0,130,8,PRESERVED_INSIDE_RUN,"'Dans ce « Je t’aime », qui redit son refrain « Donnez-Moi votre divin Fiat », le « Fiat » et le « Je t’aime » semblent entrelacés.'"
LDC.T24.E0010.P057,LDC.T24.E0010.P057,12,112,2,PRESERVED_INSIDE_RUN,"'Ma fille, quelle merveille, quel enchantement de voir toutes les choses ornées de tes « Je t’aime ».'"
LDC.T24.E0021.P058,LDC.T24.E0021.P058,0,70,1,PRESERVED_INSIDE_RUN,'Il ne peut l’être qu’en disant : « Je n’ai plus rien d’autre à donner.'
LDC.T24.E0010.P060,LDC.T24.E0010.P060,0,84,2,PRESERVED_INSIDE_RUN,"'- toutes les plantes, les pierres, les gouttes d’eau ornées de tes « Je t’aime », et'"
LDC.T24.E0010.P063,LDC.T24.E0010.P063,0,53,1,PRESERVED_INSIDE_RUN,"'- le ciel qu’elles voient, remplis de tes « Je t’aime'"
LDC.T24.E0010.P064,LDC.T24.E0010.P064,0,98,2,PRESERVED_INSIDE_RUN,"'- et les étoiles qui brillent de tes « Je t’aime », quel émerveillement ne naîtrait pas en elles !'"
LDC.T24.E0010.P065,LDC.T24.E0010.P065,0,98,1,PRESERVED_INSIDE_RUN,'Quel doux enchantement dilaterait la pupille de leurs yeux pour te voir psalmodier tes « Je t’aime'
