stable_ref,paragraph_id,speaker,run_start,run_end,source_segments_merged,presentation,run_text
LDC.T23.E0035.P028,LDC.T23.E0035.P028,JESUS,0,119,3,block,"'Ma Prière même au Père céleste : « Viens » « que ton Règne arrive, que ta Volonté soit faite sur la terre comme au Ciel"
LDC.T23.E0021.P034,LDC.T23.E0021.P034,JESUS,0,98,2,block,'Elle aime t’entendre répéter ton refrain : « Que le Royaume de ton divin Fiat vienne sur la terre.'
LDC.T23.E0016.P038,LDC.T23.E0016.P038,JESUS,0,90,2,block,"'- comme enivrée par tant de Bonheur, t’entendre répéter : “Je veux le Royaume de ton Fiat.'"
LDC.T23.E0008.P056,LDC.T23.E0008.P056,JESUS,0,54,2,block,'Et sais-tu ce que signifie UNITÉ ? Cela veut dire « UN'
LDC.T23.E0008.P057,LDC.T23.E0008.P057,JESUS,0,7,2,block,'Ce « un'
LDC.T23.E0038.P068,LDC.T23.E0038.P068,JESUS,0,60,2,block,"'Ma fille, tu n’as pas bien compris ce que signifiait « Unité'"
LDC.T23.E0029.P071,LDC.T23.E0029.P071,JESUS,0,122,2,block,'Or ce que Je manifeste sur Ma Volonté Divine et que tu écris peut être appelé l’« Évangile du Royaume de la Volonté Div
LDC.T23.E0002.P080,LDC.T23.E0002.P080,JESUS,0,136,3,block,"'Tu peux donc être sûre que la « Volonté de Dieu » et l’ennemi infernal ne seront jamais en accord, ni ensemble, ni près"
LDC.T23.E0017.P087,LDC.T23.E0017.P087,JESUS,0,77,2,block,'Et la merveilleuse harmonie : “Fiat Voluntas Tua come in Cielo cosi in terra.'
LDC.T23.E0032.P090,LDC.T23.E0032.P090,JESUS,4,121,2,inline,"'Que ta Volonté soit faite sur la terre comme au Ciel », afin qu’en voyant ta petitesse, la petite fille de Ma Volonté'"
LDC.T23.E0020.P094,LDC.T23.E0020.P094,JESUS,0,78,2,block,"'Aussi, Je te le répète : « Sois attentive, Ma fille, et que rien ne t’échappe.'"
LDC.T23.E0003.P100,LDC.T23.E0003.P100,JESUS,0,107,2,block,"'Tu ne devrais craindre Mon départ que si Je te disais : « Donne-Moi ce qui est à Moi, donne-Moi Ma Volonté.'"
LDC.T23.E0011.P114,LDC.T23.E0011.P114,JESUS,0,44,2,block,'- ‘un’ ton « Fiat sur la terre comme au Ciel'
LDC.T24.E0024.P005,LDC.T24.E0024.P005,JESUS,0,215,5,block,"'Ma fille, ton continuel « Je t’aime » n’est pas autre chose que la continuité du premier «Je t’aime » de Ma Volonté Div"
LDC.T24.E0024.P006,LDC.T24.E0024.P006,JESUS,0,34,3,block,'Le « Je t’aime » forme la chaleur.'
LDC.T24.E0024.P007,LDC.T24.E0024.P007,JESUS,0,133,3,block,"'Ma Volonté Divine forme la Lumière qui, envahissant le « Je t’aime », forme un Soleil. Tous sont plus radieux les uns q"
LDC.T24.E0038.P009,LDC.T24.E0038.P009,JESUS,0,118,3,block,"'Faisant résonner Mon « Je t’aime » en chaque chose créée, elle demandait le Royaume de la Volonté Divine sur la terre.'"
LDC.T24.E0009.P012,LDC.T24.E0009.P012,JESUS,0,44,2,block,'- autant de fois qu’elle dit son « Je t’aime'
LDC.T24.E0009.P013,LDC.T24.E0009.P013,JESUS,0,33,3,block,'Son « Je t’aime » vole vers Dieu.'
LDC.T24.E0009.P014,LDC.T24.E0009.P014,JESUS,0,64,3,block,"'Et l’Être Suprême, regarde dans ce « Je t’aime » de la créature.'"
LDC.T24.E0009.P015,LDC.T24.E0009.P015,JESUS,0,57,2,block,'Il se voit Lui-même tout entier dans ce petit « Je t’aime'
LDC.T24.E0009.P017,LDC.T24.E0009.P017,JESUS,0,84,3,block,'Ce petit « Je t’aime » contient un secret prodigieux : dans sa petitesse il contient'
LDC.T24.E0024.P018,LDC.T24.E0024.P018,JESUS,0,97,2,block,"'Et tout ému, Il répète : « Qu’elle est belle ! Qu’elle est belle, la nouvelle-née de Ma Volonté !'"
LDC.T24.E0009.P021,LDC.T24.E0009.P021,JESUS,0,38,2,block,'Il peut dire : « Je donne Dieu à Dieu.'
LDC.T24.E0009.P022,LDC.T24.E0009.P022,JESUS,0,62,3,block,"'Dans ce petit « Je t’aime » de la créature, l’Être infini sent'"
LDC.T24.E0009.P025,LDC.T24.E0009.P025,JESUS,0,46,2,block,'Voilà ce que tu Me donnes avec tes « Je t’aime'
LDC.T24.E0032.P025,LDC.T24.E0032.P025,JESUS,0,100,2,block,'Mais Je dois aussi te dire : “Malheur à ceux qui s’opposent ou qui pourraient mettre des obstacles !'
LDC.T24.E0009.P028,LDC.T24.E0009.P028,JESUS,0,127,3,block,"'Mon Fiat, qui forme la Vie de ton « Je t’aime » pour Moi en toi, fait ses délices en formant ces nombreuses naissances "
LDC.T24.E0009.P029,LDC.T24.E0009.P029,JESUS,0,70,3,block,"'Il garde ainsi le rythme des « Je t’aime » en toi, avec l’ardent désir'"
LDC.T24.E0025.P029,LDC.T24.E0025.P029,JESUS,0,188,5,block,'Ma Volonté Divine est présent comme la Vie primaire en tout. Ainsi « une » est la vie et « une » est le poids. Le poids
LDC.T24.E0009.P030,LDC.T24.E0009.P030,JESUS,0,61,2,block,'- de toujours frapper cette monnaie divine de tes « Je t’aime'
LDC.T24.E0009.P033,LDC.T24.E0009.P033,JESUS,0,53,2,block,'- de la perle du prodigieux secret de ton « Je t’aime'
LDC.T24.E0045.P035,LDC.T24.E0045.P035,JESUS,0,65,2,block,'Qui pourrait dire : « Je peux empêcher le passage de la lumière ?'
LDC.T24.E0017.P039,LDC.T24.E0017.P039,JESUS,0,72,2,block,"'Pour M’amuser Je lui disais : “Prends, prends Mon fils. Prends beaucoup.'"
LDC.T24.E0015.P043,LDC.T24.E0015.P043,JESUS,0,274,3,block,"'Il se sent lui-même embarrassé et il se dit : “Je dois Me marier et Je n’ai pas de maison, Je n’ai pas de lit où dormir"
LDC.T24.E0031.P045,LDC.T24.E0031.P045,JESUS,0,104,2,block,"'Ainsi, faisant écho à notre Bénédiction, ils répètent : « Au nom du Père, et du Fils et du Saint-Esprit.'"
LDC.T24.E0017.P047,LDC.T24.E0017.P047,JESUS,0,152,2,block,"'Alors que tu fais ta ronde dans nos Œuvres et nos Possessions, Je te murmure continuellement à l’oreille : “Prends tout"
LDC.T24.E0017.P049,LDC.T24.E0017.P049,JESUS,0,20,2,block,'- de tes « Je t’aime'
LDC.T24.E0030.P049,LDC.T24.E0030.P049,JESUS,0,84,2,block,"'- pour pouvoir Lui dire : « Tu M’as donné les cieux, les étoiles, le soleil, la mer.'"
LDC.T24.E0017.P050,LDC.T24.E0017.P050,JESUS,0,130,7,block,"'Dans ce « Je t’aime », qui redit son refrain « Donnez-Moi votre divin Fiat », le « Fiat » et le « Je t’aime » semblent "
LDC.T24.E0021.P058,LDC.T24.E0021.P058,JESUS,0,70,2,block,'Il ne peut l’être qu’en disant : « Je n’ai plus rien d’autre à donner.'
LDC.T24.E0010.P060,LDC.T24.E0010.P060,JESUS,0,84,3,block,"'- toutes les plantes, les pierres, les gouttes d’eau ornées de tes « Je t’aime », et'"
LDC.T24.E0010.P063,LDC.T24.E0010.P063,JESUS,0,53,2,block,"'- le ciel qu’elles voient, remplis de tes « Je t’aime'"
LDC.T24.E0010.P064,LDC.T24.E0010.P064,JESUS,0,98,3,block,"'- et les étoiles qui brillent de tes « Je t’aime », quel émerveillement ne naîtrait pas en elles !'"
LDC.T24.E0010.P065,LDC.T24.E0010.P065,JESUS,0,98,2,block,'Quel doux enchantement dilaterait la pupille de leurs yeux pour te voir psalmodier tes « Je t’aime'
LDC.T24.E0010.P070,LDC.T24.E0010.P070,JESUS,0,52,2,block,'- pour profiter de l’enchantement de tes « Je t’aime'
LDC.T24.E0046.P070,LDC.T24.E0046.P070,JESUS,0,61,3,block,"'- qui s’est imposée sur le « rien » par son Fiat Créateur, et'"
LDC.T24.E0010.P071,LDC.T24.E0010.P071,JESUS,0,225,2,block,"'Or si ce merveilleux enchantement demeure caché aux créatures, il ne l’est pas au Ciel Là les habitants peuvent profite"
LDC.T24.E0010.P072,LDC.T24.E0010.P072,JESUS,0,184,3,block,'Ils sentent que leurs « Je t’aime » s’harmonisent avec les tiens Ils ne se sentent pas séparés de la terre parce que l’
LDC.T24.E0037.P073,LDC.T24.E0037.P073,JESUS,0,116,2,block,'Je t’attends dans chacun de Mes Actes pour pouvoir dire : « La petite fille de Ma Volonté ne M’a jamais laissé seul.'
LDC.T24.E0010.P074,LDC.T24.E0010.P074,JESUS,0,88,2,block,'Je ne Me suis pas fatigué de les orner pour toi de Mes incessants et répétés « Je t’aime'
LDC.T24.E0030.P074,LDC.T24.E0030.P074,JESUS,0,50,2,block,'dont Elle ne dise à l’âme : « Faisons-le ensemble.'
LDC.T24.E0010.P075,LDC.T24.E0010.P075,JESUS,0,49,2,block,'Je ne Me suis pas lassé de placer Mes « Je t’aime'
LDC.T24.E0045.P085,LDC.T24.E0045.P085,JESUS,0,55,2,block,'Personne ne peut dire : «Il ne Me donne pas sa lumière.'
LDC.T24.E0040.P098,LDC.T24.E0040.P098,JESUS,0,66,2,block,"'Tout en dormant, Il répétait : « Mes deux Mamans, Mes deux Mamans…'"
LDC.T24.E0040.P100,LDC.T24.E0040.P100,JESUS,0,93,2,block,'Comme cela touchait le cœur de Le voir interrompre son sommeil pour dire : « Mes deux Mamans…'
LDC.T25.E0004.P023,LDC.T25.E0004.P023,JESUS,0,226,3,block,"'Elle fait se lever et se placer toutes les Œuvres divines en « attitude », tantôt elle joue une Mélodie divine, tantôt "
LDC.T25.E0030.P023,LDC.T25.E0030.P023,JESUS,0,62,3,block,"'- ravi par chacun des « Je t’aime » de Celui qui l’avait créé,'"
LDC.T25.E0030.P028,LDC.T25.E0030.P028,JESUS,0,142,3,block,"'- ne lui a pas laissé perdre un seul de nos « Je t’aime », auquel il répondait par le sien. C’était charmant et même en"
LDC.T25.E0030.P029,LDC.T25.E0030.P029,JESUS,0,130,3,block,"'La Puissance de notre divin Fiat prenait le « Je t’aime » de notre fils, le cher joyau de notre Cœur, sur les ailes de "
LDC.T25.E0018.P030,LDC.T25.E0018.P030,JESUS,0,91,3,block,'Nous voulions créer « des cieux et des soleils qui parlent » dans la profondeur de son âme.'
LDC.T25.E0030.P030,LDC.T25.E0030.P030,JESUS,0,126,3,block,"'Envahissant toute la Création, il nous faisait entendre en chaque chose créée son continuel « Je t’aime » tout comme le"
LDC.T25.E0035.P030,LDC.T25.E0035.P030,JESUS,0,82,3,block,"'Dieu est l’Être Surnaturel, et Il est “Un”. Et parce que ‘Un’ est le Dieu de tous,'"
LDC.T25.E0035.P036,LDC.T25.E0035.P036,JESUS,1,73,2,inline,"'Une” est la Vierge, et par conséquent Mère universelle et Reine de tous.'"
LDC.T25.E0017.P038,LDC.T25.E0017.P038,JESUS,0,58,3,block,"'- de te dire un « Je t’aime », comme en réponse aux tiens.'"
LDC.T25.E0035.P037,LDC.T25.E0035.P037,JESUS,1,37,2,inline,"'Un” est ton Jésus, et par conséquent'"
LDC.T25.E0017.P067,LDC.T25.E0017.P067,JESUS,0,63,3,block,"'Alors que notre Volonté, « une » en Elle-même, devait maintenir'"
LDC.T25.E0034.P076,LDC.T25.E0034.P076,JESUS,0,84,2,block,'La Résurrection est la confirmation du “Fiat Voluntas Tua sur la terre comme au Ciel'
LDC.T25.E0032.P101,LDC.T25.E0032.P101,JESUS,0,57,4,block,"'C’était bien Elle, parce que « Verbum » signifie « Parole'"
LDC.T26.E0022.P013,LDC.T26.E0022.P013,JESUS,0,183,3,block,"'Il est comme la tête par rapport aux membres. Si quelqu’un voulait dire : « Je peux vivre sans tête », cela lui serait "
LDC.T26.E0013.P036,LDC.T26.E0013.P036,JESUS,0,56,2,block,'- de te dire : « Je veux donner ce que l’homme a rejeté.'
LDC.T26.E0016.P037,LDC.T26.E0016.P037,JESUS,0,148,2,block,'Et Je dis : “Comme Je suis heureux d’avoir tout placé dans la banque de la petite fille de Ma Volonté. Car elle Me paie
LDC.T26.E0010.P048,LDC.T26.E0010.P048,JESUS,0,124,2,block,'C’est seulement lorsqu’Il la voit débordante d’Amour qu’Il se dit satisfait et prêt à la passer dans les bras de la Lum
LDC.T27.E0012.P008,LDC.T27.E0012.P008,JESUS,35,153,3,block,"'Ma fille, Je suis le Centre de toute la Création, mais un Centre « seul ». Tout est autour de Moi. Tout dépend de Moi.'"
LDC.T27.E0004.P009,LDC.T27.E0004.P009,JESUS,0,70,4,block,"'Parce que, comme la Création est le « rien », ils ont besoin du « Tout'"
LDC.T27.E0034.P038,LDC.T27.E0034.P038,JESUS,0,80,2,block,"'- en faisant sa volonté, il perdit le sourire de son Père, ses Joies très pures.'"
LDC.T27.E0024.P051,LDC.T27.E0024.P051,JESUS,0,96,3,block,"'Notre Parole est porteuse de Vie. N’est-ce pas notre Parole « Fiat » qui, en se prononçant, créa'"
LDC.T27.E0024.P055,LDC.T27.E0024.P055,JESUS,0,116,3,block,"'Jusqu’à ce que fût prononcé le « Fiat », tout était en Nous. Lorsqu’Il fut prononcé, Il peupla les cieux et la terre'"
LDC.T27.E0024.P071,LDC.T27.E0024.P071,JESUS,0,39,3,block,"'Je disais « Fiat », puis Je M’arrêtais.'"
LDC.T27.E0010.P074,LDC.T27.E0010.P074,JESUS,0,83,2,block,"'Mais il y ajouta le greffon, un greffon qui communiqua toutes les mauvaises humeurs'"
LDC.T27.E0021.P095,LDC.T27.E0021.P095,JESUS,0,63,2,block,'Je peux dire : « Tous les maux tombent en Moi et autour de Moi.'
LDC.T27.E0002.P104,LDC.T27.E0002.P104,JESUS,0,155,2,block,"'- sois attentive et aie bien à cœur de ne vivre que dans Ma Volonté Divine si tu veux ressentir, profondément, ce que t"
LDC.T28.E0001.P013,LDC.T28.E0001.P013,JESUS,0,76,2,block,"'Par conséquent, quiconque vit dans Mon divin Vouloir peut être appelé « ciel'"
LDC.T28.E0002.P013,LDC.T28.E0002.P013,JESUS,1,89,2,inline,"'Vois, tu l’as mérité parce que de ton côté, tu as fait ce que tu pouvais pour l’obtenir.'"
LDC.T28.E0025.P014,LDC.T28.E0025.P014,JESUS,0,121,3,block,'Et encore plus pour la créature qui veut vivre dans la Volonté Divine La volonté de la créature est ‘une’ avec la Mienn
LDC.T28.E0032.P017,LDC.T28.E0032.P017,JESUS,0,189,6,block,"'Mais dans son Immensité, il n’est pas de lieu où Elle n’exerce des Actes spéciaux et distincts envers l’humanité. Bien "
LDC.T28.E0029.P028,LDC.T28.E0029.P028,JESUS,0,263,5,block,'Tu dois savoir que tous les actes accomplis dans Ma Volonté Divine en sont inséparables. On peut dire que l’Acte et la 
LDC.T28.E0002.P029,LDC.T28.E0002.P029,JESUS,1,60,2,inline,"'Vous l’avez voulu et mérité, et Il vient régner parmi vous.'"
LDC.T28.E0023.P032,LDC.T28.E0023.P032,JESUS,0,57,3,block,'- un « Merci » de gratitude pour tant de folies d’Amour ?'
LDC.T28.E0008.P045,LDC.T28.E0008.P045,JESUS,2,50,2,inline,"'Ma fille, toutes les choses créées disent ‘amour'"
LDC.T28.E0001.P046,LDC.T28.E0001.P046,JESUS,0,80,3,block,'- l’Amour inépuisable qui jamais ne dit « C’est assez » et veut toujours donner.'
LDC.T28.E0009.P046,LDC.T28.E0009.P046,JESUS,0,88,3,block,'Il ne savait pas dire « C’est assez !». Notre Amour voulait continuer son Œuvre d’Amour.'
LDC.T28.E0003.P053,LDC.T28.E0003.P053,JESUS,0,59,2,block,"'Ma fille, sais-tu ce que signifie « Unité de Volonté Divine'"
LDC.T28.E0003.P056,LDC.T28.E0003.P056,JESUS,3,22,2,inline,"'une’ est son Unité,'"
LDC.T28.E0003.P057,LDC.T28.E0003.P057,JESUS,3,20,2,inline,'un’ est son Acte.'
LDC.T28.E0003.P058,LDC.T28.E0003.P058,JESUS,0,74,3,block,"'Mais tout en étant ‘un’, la Volonté, l’Unité et l’Acte s’étendent partout.'"
LDC.T28.E0006.P059,LDC.T28.E0006.P059,JESUS,0,66,3,block,'- tes continuels « Je t’aime » forment la Vie de Mon Amour en toi.'
LDC.T28.E0002.P061,LDC.T28.E0002.P061,JESUS,0,207,2,block,"'Il aurait été contre la nature de notre Amour de ne pas faire de notre fils un propriétaire, lui que Nous aimions tant "
LDC.T28.E0003.P063,LDC.T28.E0003.P063,JESUS,0,126,3,block,"'Et comme cette âme enlève ces actes, elle ne les retourne pas. Parce que sa volonté n’est pas ‘une’ avec notre Volonté "
LDC.T28.E0004.P067,LDC.T28.E0004.P067,JESUS,1,145,2,inline,"'Vois, Ma fille, J’ai fait cela pour toi, J’ai souffert cela pour toi. Viens reconnaître les propriétés de ton Jésus, qu"
LDC.T28.E0033.P069,LDC.T28.E0033.P069,JESUS,0,131,3,block,"'Petite fille de Mon Vouloir divin, Ma Volonté est ‘Une’. Bien qu’Elle ait la vertu de dédoublement, Elle se trouve à ch"
LDC.T28.E0001.P074,LDC.T28.E0001.P074,JESUS,0,158,3,block,"'- le « Fiat Voluntas tua sicut in Caelo et in terra », Me satisfaisant de Mon propre Sacrifice et de Ma Mort en chaque "
LDC.T28.E0033.P074,LDC.T28.E0033.P074,JESUS,0,61,2,block,'Mais Ma Volonté ne perd pas son Unité. Elle est toujours ‘Une'
LDC.T28.E0033.P078,LDC.T28.E0033.P078,JESUS,0,107,2,block,"'- l’inséparabilité là où Elle règne. Elle garde toute chose en Elle-même, en un Acte Unique. L’Acte est ‘Un'"
LDC.T28.E0033.P079,LDC.T28.E0033.P079,JESUS,0,19,2,block,'Ma Volonté est ‘Une'
LDC.T28.E0029.P089,LDC.T28.E0029.P089,JESUS,0,40,3,block,"'Par conséquent, ton « Je t’aime » sert à'"
LDC.T28.E0033.P091,LDC.T28.E0033.P091,JESUS,0,74,4,block,'Mais l’Acte est ‘Un’. ‘Une’ est la Volonté qui emplit la terre et le Ciel.'
LDC.T28.E0033.P093,LDC.T28.E0033.P093,JESUS,0,189,3,block,"'Ma Volonté attire la créature et l’acte de la créature dans l’Acte de Ma Volonté. Ainsi, en vertu de sa Volonté ‘Une’, "
LDC.T28.E0033.P114,LDC.T28.E0033.P114,JESUS,0,59,2,block,'- ce que veut dire « faire une chose dans Ma Volonté Divine'
LDC.T29.E0006.P007,LDC.T29.E0006.P007,JESUS,12,152,3,block,"'Ma fille, notre Amour pour la créature était en Nous ‘ab aeterno’ (depuis l’éternité). C’est-à-dire qu’en Nous, Nous l’"
LDC.T29.E0025.P014,LDC.T29.E0025.P014,JESUS,0,120,4,block,"'- de placer pour Moi tes « Je t’aime » dans ce qu’elle faisait, est-ce que Je pouvais cesser de dire : « Mes deux Maman"
LDC.T29.E0036.P014,LDC.T29.E0036.P014,JESUS,0,110,2,block,'C’est-à-dire : « Je consume Ma vie dans un Amour continuel afin de faire vivre Celui que J’aime éternellement.'
LDC.T29.E0036.P016,LDC.T29.E0036.P016,JESUS,0,95,3,block,"'- d’un Amour qui ne dit jamais ‘c’est assez’, Je ne serais jamais descendu du Ciel sur la terre'"
LDC.T29.E0028.P027,LDC.T29.E0028.P027,JESUS,0,97,3,block,'- les doux «Je t’aime » de la créature afin de pouvoir donner libre cours à notre Amour et dire :'
LDC.T29.E0011.P028,LDC.T29.E0011.P028,JESUS,0,47,3,block,'- le tonnerre continuel de tes « Je t’aime » et'
LDC.T29.E0025.P030,LDC.T29.E0025.P030,JESUS,0,90,2,block,'- et lui donnent la maternité de nature. Comment alors ne pas répéter : « Mes deux Mamans.'
LDC.T29.E0030.P039,LDC.T29.E0030.P039,JESUS,0,53,2,block,'Notre Amour est éternel et ne dit jamais ‘c’est assez'
LDC.T29.E0008.P040,LDC.T29.E0008.P040,JESUS,0,145,3,block,"'De ses hauteurs où cet Acte ne dit jamais « c’est assez », Il projette une Infinité d’effets qui lui font tenir dans sa"
LDC.T29.E0021.P041,LDC.T29.E0021.P041,JESUS,0,56,2,block,"'Et dans ce témoignage d’Amour Elle répète : « Fiat, Fiat'"
LDC.T29.E0003.P053,LDC.T29.E0003.P053,JESUS,15,281,2,block,"'Ne crains rien, Je ne te quitterai pas. Sache que Je t’aime et que c’est eux qui M’ont amené à arrêter de te faire tomb"
LDC.T29.E0005.P055,LDC.T29.E0005.P055,JESUS,0,91,3,block,"'Et notre Volonté ‘Une’ Nous donne un repos parfait avec les Béatitudes de notre Être Divin,'"
LDC.T29.E0017.P057,LDC.T29.E0017.P057,JESUS,2,76,2,inline,'sa tête écrasée par le pied de la Reine immaculée » trouve son achèvement.'
LDC.T29.E0022.P064,LDC.T29.E0022.P064,JESUS,0,212,3,block,"'Lorsque nous prononçâmes ‘Fiat’, Elle s’étendit pour former par sa Force créatrice toutes les choses créées. Afin qu’au"
LDC.T29.E0023.P068,LDC.T29.E0023.P068,JESUS,0,121,2,block,'- dans la diversité des beautés de la nature. Nos Œuvres ont une voix commune. Toutes t’appellent « fille du Père céles
LDC.T29.E0023.P071,LDC.T29.E0023.P071,JESUS,0,109,3,block,"'- à notre tendre Voix qui t’appelle fille, Nous pouvons entendre ta voix Nous appeler « Père » et Nous dire :'"
LDC.T29.E0025.P080,LDC.T29.E0025.P080,JESUS,0,339,9,block,'Et elles n’en ont d’ailleurs pas la capacité. Qui donc en vérité pourrait dire : ‘ Je peux prendre toute la lumière du 
LDC.T29.E0018.P082,LDC.T29.E0018.P082,JESUS,0,67,2,block,"'Et Moi, sais-tu ce que Je dis ? « Ah ! Ma fille ne connaît pas bien'"
LDC.T29.E0044.P086,LDC.T29.E0044.P086,JESUS,0,80,2,block,"'- pour exécuter chacun sa fonction, ils sortent le drapeau avec la devise « Fiat'"
LDC.T29.E0036.P087,LDC.T29.E0036.P087,JESUS,0,67,2,block,'Et ainsi tu peux dire toi aussi : « Je passe Ma journée avec Jésus.'
LDC.T29.E0007.P089,LDC.T29.E0007.P089,JESUS,0,38,2,block,'sais-tu alors que fait ton « Je t’aime'
LDC.T29.E0025.P093,LDC.T29.E0025.P093,JESUS,0,58,2,block,'Notre Amour ne voulait pas dire à l’homme que ‘c’est assez'
LDC.T29.E0025.P094,LDC.T29.E0025.P094,JESUS,0,160,3,block,"'Cela aurait été comme un obstacle à notre Amour, un arrêt à notre enthousiasme. Non, non, Notre ‘c’est assez ‘ n’a pas "
LDC.T29.E0025.P106,LDC.T29.E0025.P106,JESUS,0,97,2,block,"'Notre Amour n’a pas osé dire : ‘ C’est assez pour l’homme, notre enfant jusqu’ici, tu peux aller.'"
LDC.T29.E0025.P112,LDC.T29.E0025.P112,JESUS,0,96,3,block,"'- cela se peut, mais que le Père lui dise : « Tu resteras dans le jeûne », Il ne le fera jamais.'"
LDC.T29.E0025.P113,LDC.T29.E0025.P113,JESUS,0,74,3,block,'Telle est notre Bonté : Nous ne dirons jamais ‘c’est assez’ à la créature.'
LDC.T29.E0017.P124,LDC.T29.E0017.P124,JESUS,0,81,3,block,'- qu’à travers toi Je ferai que la prière « Que ton Règne arrive » s’accomplisse.'
LDC.T30.E0018.P036,LDC.T30.E0018.P036,JESUS,0,184,3,block,"'- prendre pour ainsi dire en main tous les actes de la créature pour l’appeler à y mettre du Sien, afin que ce soit Mon"
LDC.T30.E0007.P037,LDC.T30.E0007.P037,JESUS,0,46,2,block,"'En créant les choses, Il a placé un ‘ça suffit'"
LDC.T30.E0037.P039,LDC.T30.E0037.P039,JESUS,0,92,2,block,'Ah ! Tu ne sais pas ce que c’est : ‘’aimer et ne pas être aimé par celui et celle qu’on aime'
LDC.T30.E0007.P040,LDC.T30.E0007.P040,JESUS,0,93,3,block,"'- donc notre Volonté dominante et à l’œuvre, notre Être suprême n’a pas dit ‘ça suffit’. Non.'"
LDC.T30.E0009.P047,LDC.T30.E0009.P047,JESUS,0,127,3,block,"'Or, tu sais que l’Amour vrai ne dit jamais ‘c’est assez’. S’il pouvait le dire, il perdrait la nature du véritable Amou"
LDC.T30.E0018.P068,LDC.T30.E0018.P068,JESUS,2,106,2,inline,"'Nous avons tout fait et il ne reste rien à faire de notre part », comme Je l’ai dit dans la Rédemption :'"
LDC.T30.E0024.P074,LDC.T30.E0024.P074,JESUS,0,111,2,block,"'J’ai commandé qu’on lui enlève les bandages et Je l’ai appelé avec l’empire de Ma Voix : « Lazare, sors de là !'"
LDC.T30.E0018.P075,LDC.T30.E0018.P075,JESUS,0,219,3,block,"'C’est pourquoi Je te redis toujours : « Sois attentive. » N’omets rien, faisons notre part lorsqu’il n’y a rien d’autre"
LDC.T30.E0003.P091,LDC.T30.E0003.P091,JESUS,14,27,2,inline,'et « Aime-Moi'
LDC.T30.E0003.P094,LDC.T30.E0003.P094,JESUS,0,138,3,block,'Oh ! combien Nous attendons le « Je t’aime » de la créature pour lui faire prendre sa place dans notre Amour et pour av
LDC.T30.E0003.P095,LDC.T30.E0003.P095,JESUS,0,50,3,block,"'- de pouvoir lui dire : « Je t’aime, ô enfant » et'"
LDC.T30.E0027.P096,LDC.T30.E0027.P096,JESUS,0,35,2,block,'Lorsqu’elle Nous dit « Je Vous aime'
LDC.T30.E0027.P097,LDC.T30.E0027.P097,JESUS,0,175,3,block,"'Nous lui redisons « Nous t’aimons, ô fille. » Lorsqu’elle Nous fait réparation, Nous la pressons sur notre Cœur. Lorsqu"
LDC.T30.E0032.P124,LDC.T30.E0032.P124,JESUS,0,45,2,block,'D’autant plus qu’il s’agit de « donner la Vie'
LDC.T30.E0022.P134,LDC.T30.E0022.P134,JESUS,0,70,2,block,'Et c’est alors qu’elles s’exclament « Que la Volonté Divine soit faite'
LDC.T31.E0004.P002,LDC.T31.E0004.P002,JESUS,0,316,5,block,"'(2) Petite fille de Mon Vouloir, tu dois savoir que J’aime ton « Je t’aime » et que Je l’attends toujours. Je t’aime et"
LDC.T31.E0004.P003,LDC.T31.E0004.P003,JESUS,0,146,5,block,"'Par contre, lorsque Mon « Je t’aime » court et trouve le tien prêt à être donné et à recevoir Mes « Je t’aime », Mon am"
LDC.T31.E0004.P004,LDC.T31.E0004.P004,JESUS,0,372,9,block,"'Et il n’y a pas de laps de temps entre Mon « Je t’aime » et ton « Je t’aime ». Il y a une course, une compétition d’amo"
LDC.T31.E0018.P004,LDC.T31.E0018.P004,JESUS,0,420,2,block,"'Et tout ce que le Fiat submerge et enferme dans son immensité répète cet acte de la créature. Ainsi, lorsque tu M’aimes"
LDC.T31.E0004.P007,LDC.T31.E0004.P007,JESUS,0,371,3,block,'Oh ! si tu savais comme Mon Cœur est blessé et combien il souffre lorsque Je dis « Je t’aime » et que la créature n’ent
LDC.T31.E0023.P007,LDC.T31.E0023.P007,JESUS,0,203,3,block,'Ce n’est rien comparé au travail d’écriture d’un seul caractère. Tel est ton « Je t’aime » : c’est la ponctuation dans 
LDC.T31.E0028.P007,LDC.T31.E0028.P007,JESUS,0,346,2,block,'Mais si ces vérités ont à peine fleuri et n’ont pas été consommées par une profonde étude et avec un amour qui génère l
LDC.T31.E0021.P008,LDC.T31.E0021.P008,JESUS,0,128,3,block,"'Ma fille, « aime-Moi, aime-Moi. Je suis né pour aimer et être aimé. » Afin d’agir en Dieu, Ma naissance devait être uni"
LDC.T31.E0023.P008,LDC.T31.E0023.P008,JESUS,0,374,3,block,"'La ponctuation de ton « Je t’aime » met de l’ordre dans tous tes actes, replace les idées, donne l’expression la plus b"
LDC.T31.E0013.P009,LDC.T31.E0013.P009,JESUS,0,353,3,block,"'Par conséquent, il lui faut faire usage de cette même Volonté dans laquelle elle a travaillé afin de le conserver en dé"
LDC.T31.E0021.P009,LDC.T31.E0021.P009,JESUS,0,394,3,block,'Je n’aurais pas agi en Dieu si Je n’étais pas né de façon universelle pour que chacun puisse dire : « le céleste Enfant
LDC.T31.E0025.P009,LDC.T31.E0025.P009,JESUS,0,200,2,block,"'Ainsi, afin de pouvoir donner, Je veux ce qui est petit et insignifiant, même comme prétexte pour pouvoir donner ce qui"
